Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
MacLeod,3 Hideaway Trn,4,h,1140000.0,S,Barry,24/09/2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council,285000.0,House
MacLeod,64 Strathallan Rd,2,h,967000.0,S,Darren,24/09/2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council,483500.0,House
Maidstone,2 Omar St,4,h,765000.0,SP,Biggin,24/09/2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,191250.0,House
Maidstone,62 Suffolk St,4,h,1060000.0,S,Biggin,24/09/2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,265000.0,House
Malvern,24/1231 Malvern Rd,2,u,660000.0,S,Thomson,24/09/2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,330000.0,Unit
Malvern,2 McArthur St,4,h,1617000.0,S,O'Donoghues,24/09/2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,404250.0,House
Malvern East,66 Argyll St,3,h,1100000.0,PI,Thomson,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,366666.6666666667,House
Malvern East,5/25 Clarence St,1,u,373000.0,SP,hockingstuart,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,373000.0,Unit
Malvern East,2a Ivanhoe Gr,3,h,1230000.0,S,Buxton,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,410000.0,House
Malvern East,77 Millewa Av,2,h,1149000.0,S,Marshall,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,574500.0,House
Malvern East,10 Ramona Av,4,h,1500000.0,VB,Fletchers,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,375000.0,House
Malvern East,1/3 Steele St,2,u,536000.0,S,Rendina,24/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,268000.0,Unit
Maribyrnong,28 Blair St,2,t,400000.0,PI,Rendina,24/09/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,200000.0,Townhouse
Maribyrnong,33 River St,4,h,1215000.0,S,Raine,24/09/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,303750.0,House
Melbourne,507/325 Collins St,2,u,733000.0,S,MICM,24/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,366500.0,Unit
Melbourne,702/108 Flinders St,2,u,675000.0,VB,Kay,24/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,337500.0,Unit
Melbourne,204/368 Little Collins St,1,u,375000.0,S,Dingle,24/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,375000.0,Unit
Melbourne,310/74 Queens Rd,2,u,426000.0,PI,Gary,24/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,213000.0,Unit
Melbourne,1302/454 St Kilda Rd,3,u,1505000.0,S,RT,24/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,501666.6666666667,Unit
Mentone,3/121 Balcombe Rd,3,u,772500.0,S,Hodges,24/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,257500.0,Unit
Mentone,11 Glengala Ct,4,h,902500.0,S,O'Brien,24/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,225625.0,House
Mentone,21/30 Mentone Pde,1,u,370000.0,S,Hodges,24/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,370000.0,Unit
Mentone,1/6 Venice St,2,u,600000.0,S,Bayside,24/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,300000.0,Unit
Mentone,9 Withers Wy,3,h,780000.0,S,Buxton,24/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,260000.0,House
Mill Park,27 Carbon Cr,3,h,459000.0,S,Ray,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,153000.0,House
Mill Park,27 Centenary Dr,3,h,482000.0,S,Love,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,160666.66666666666,House
Mill Park,6 Delacombe Dr,3,h,746000.0,S,Ray,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,248666.66666666666,House
Mill Park,6 Dorman Ct,3,h,472000.0,S,Ray,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,157333.33333333334,House
Mill Park,63 Grenda Dr,4,h,533000.0,S,Harcourts,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,133250.0,House
Mill Park,39 Hobson Cr,3,h,590000.0,S,Love,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,196666.66666666666,House
Mill Park,16 Lamina Av,3,h,455000.0,S,Ray,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,151666.66666666666,House
Mill Park,9 Ross Ct,3,h,626000.0,S,Harcourts,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,208666.66666666666,House
Mill Park,58 University Dr,4,h,653000.0,S,Ray,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,163250.0,House
Mill Park,8 Warren Cl,3,h,680000.0,S,Harcourts,24/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,226666.66666666666,House
Mitcham,1/28 Walwa St,3,u,655000.0,PI,Philip,24/09/2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,218333.33333333334,Unit
Montmorency,6 Alexander St,4,h,832000.0,S,Barry,24/09/2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,208000.0,House
Montmorency,1/24 Astley St,3,h,850000.0,SP,Barry,24/09/2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,283333.3333333333,House
Montmorency,54 Kirwana Gr,3,h,710000.0,S,Barry,24/09/2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,236666.66666666666,House
Moonee Ponds,36 Aberfeldie St,3,h,1725000.0,PI,Nelson,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,575000.0,House
Moonee Ponds,1/5 Park St,1,u,415000.0,S,Weda,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,415000.0,Unit
Moonee Ponds,20 Railway Cr,2,h,780000.0,PI,Nelson,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,390000.0,House
Moonee Ponds,6/8 Scotia St,2,t,670000.0,SP,Frank,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,335000.0,Townhouse
Moonee Ponds,13/9 The Strand,3,u,650000.0,SP,Brad,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,216666.66666666666,Unit
Moonee Ponds,4/6 Turner St,2,u,600000.0,S,Woodards,24/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,300000.0,Unit
Moorabbin,88 Bulli St,4,h,1035000.0,S,Ray,24/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,258750.0,House
Moorabbin,2/86 Chapel Rd,3,t,805000.0,S,Buxton,24/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,268333.3333333333,Townhouse
Moorabbin,610/6 Station St,2,u,460000.0,PI,Ray,24/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,230000.0,Unit
Mordialloc,27 Governor Rd,3,h,935000.0,S,O'Brien,24/09/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,311666.6666666667,House
Mordialloc,6/11 McDonald St,1,u,401000.0,S,Buxton,24/09/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,401000.0,Unit
Mordialloc,5 Waratah Av,3,h,1282000.0,S,Buxton,24/09/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,427333.3333333333,House
Mount Waverley,1/20 Huntingtower Cr,3,u,900000.0,PI,Barry,24/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council,300000.0,Unit
Mount Waverley,10 Kay St,3,h,1239000.0,S,Barry,24/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council,413000.0,House
Mount Waverley,9 Sadie St,4,h,1095000.0,S,Ray,24/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council,273750.0,House
Mount Waverley,1/28 The Highway,3,u,1100000.0,S,Barry,24/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council,366666.6666666667,Unit
Mulgrave,121 Albany Dr,3,h,800500.0,S,Fletchers,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,266833.3333333333,House
Mulgrave,21 Beaconsfield Rd,3,h,725000.0,S,Ray,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,241666.66666666666,House
Mulgrave,3 Grandview Av,3,h,740000.0,S,Barry,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,246666.66666666666,House
Mulgrave,5 Hansworth St,4,h,1046000.0,S,Win,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,261500.0,House
Mulgrave,22 Kambara Dr,3,h,771000.0,S,Win,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,257000.0,House
Mulgrave,2/22 Mountain Cr,3,t,740000.0,S,Win,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,246666.66666666666,Townhouse
Mulgrave,6 Renbold Pl,4,h,815000.0,S,Barry,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,203750.0,House
Mulgrave,18b Valewood Dr,4,t,850000.0,S,Ray,24/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,212500.0,Townhouse
Murrumbeena,32 Leura St,2,h,861500.0,S,hockingstuart,24/09/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,430750.0,House
Murrumbeena,116/41 Murrumbeena Rd,2,u,500000.0,VB,Beller,24/09/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,250000.0,Unit
Murrumbeena,19 Wahroongaa Rd,4,h,1670000.0,S,Woodards,24/09/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,417500.0,House
Newport,1/27 Clyde St,4,t,827500.0,S,Greg,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,206875.0,Townhouse
Newport,16 Davies St,2,h,793000.0,S,Gunn&Co,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,396500.0,House
Newport,71 Hobson St,3,h,988000.0,SP,Jas,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,329333.3333333333,House
Newport,112 Mason St,3,t,747000.0,S,Jas,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,249000.0,Townhouse
Newport,193 Mason St,3,h,910000.0,S,Greg,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,303333.3333333333,House
Newport,14 Oakbank St,2,h,896000.0,S,RT,24/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,448000.0,House
Noble Park,47 Edith St,3,h,547500.0,S,Hall,24/09/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,182500.0,House
Noble Park,13 Prior Rd,3,h,620000.0,S,iSell,24/09/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,206666.66666666666,House
Noble Park,16 Shepreth Av,4,h,630000.0,S,iSell,24/09/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,157500.0,House
North Melbourne,443 Abbotsford St,2,h,1200000.0,SP,Jellis,24/09/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,600000.0,House
North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,24/09/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,315000.0,Unit
North Melbourne,3 Wilson Mw,2,h,690000.0,S,Rendina,24/09/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,345000.0,House
Northcote,43 Andrew St,4,h,2004000.0,S,Jellis,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,501000.0,House
Northcote,52 Charles St,2,h,1211000.0,S,Jellis,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,605500.0,House
Northcote,167 Clarke St,5,h,4300000.0,SP,McGrath,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,860000.0,House
Northcote,23 Howitt St,3,h,1400000.0,S,Collins,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,466666.6666666667,House
Northcote,1/13 Kellett St,2,u,770000.0,S,Nelson,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,385000.0,Unit
Northcote,130 Mitchell St,3,h,1090000.0,SP,Miles,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,363333.3333333333,House
Northcote,33 Oxford St,4,h,1830000.0,S,McGrath,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,457500.0,House
Northcote,239 Victoria Rd,3,h,1000000.0,VB,Nelson,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,333333.3333333333,House
Northcote,5/216 Westgarth St,2,u,600000.0,S,Jellis,24/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council,300000.0,Unit
Nunawading,240 Springfield Rd,4,h,1002000.0,S,Barry,24/09/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,250500.0,House
Oak Park,1/13 Cartwright St,3,t,600000.0,S,Brad,24/09/2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council,200000.0,Townhouse
Oak Park,1/4 Gregory St,3,t,675500.0,S,Nelson,24/09/2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council,225166.66666666666,Townhouse
Oak Park,4 Short Av,3,h,723000.0,S,Barry,24/09/2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council,241000.0,House
Oakleigh East,1/7 Greta St,2,u,610000.0,S,Ray,24/09/2016,3166,Southern Metropolitan,2547,12.3,Monash City Council,305000.0,Unit
Oakleigh South,41 Bossington St,3,t,800000.0,S,Buxton,24/09/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,266666.6666666667,Townhouse
Oakleigh South,10 Cameron Av,3,h,1125000.0,S,Woodards,24/09/2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,375000.0,House
Ormond,1 Blackshaw St,2,h,1668000.0,S,Buxton,24/09/2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,834000.0,House
Ormond,2 Logan Av,4,h,1960000.0,S,Buxton,24/09/2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,490000.0,House
Parkville,110 Gatehouse St,4,h,1928000.0,S,Jellis,24/09/2016,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,482000.0,House
Pascoe Vale,2a Kent Rd,3,h,616000.0,S,Nelson,24/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council,205333.33333333334,House
Pascoe Vale,7 Longview St,3,h,792000.0,S,Nelson,24/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council,264000.0,House
Pascoe Vale,1/19 Main St,4,t,800000.0,SP,Eview,24/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council,200000.0,Townhouse
Point Cook,20 Cabernet St,3,h,520000.0,S,hockingstuart,24/09/2016,3030,Western Metropolitan,15542,14.7,Wyndham City Council,173333.33333333334,House
Port Melbourne,702/127 Beach St,2,u,1252000.0,SP,Cayzer,24/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,626000.0,Unit
Port Melbourne,116 Farrell St,2,h,1010000.0,S,Woodards,24/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,505000.0,House
Port Melbourne,11/201 Graham St,2,t,779000.0,S,Frank,24/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,389500.0,Townhouse
Port Melbourne,110 Ingles St,2,h,790000.0,PI,Marshall,24/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,395000.0,House
Port Melbourne,403/99 Nott St,1,u,455500.0,S,hockingstuart,24/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,455500.0,Unit
Prahran,1/11 Mount St,3,t,1015000.0,S,Beller,24/09/2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,338333.3333333333,Townhouse
Preston,22/2 Arthur St,1,u,300000.0,PI,Nelson,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,300000.0,Unit
Preston,34 Booth St,2,h,890000.0,S,Nelson,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,445000.0,House
Preston,11 Dermot St,3,t,765000.0,S,Nelson,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,255000.0,Townhouse
Preston,99 Dundas St,3,h,1040000.0,SP,Jellis,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,346666.6666666667,House
Preston,29 Hope St,3,h,1050000.0,S,Nelson,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,350000.0,House
Preston,11a Lahinch St,2,t,662500.0,SP,Brace,24/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council,331250.0,Townhouse
Reservoir,70 Barry St,3,h,785000.0,S,Love,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,261666.66666666666,House
Reservoir,11 Burnett Cr,3,h,625000.0,SP,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,208333.33333333334,House
Reservoir,16 Cool St,2,h,840000.0,SP,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,420000.0,House
Reservoir,30 Davidson St,5,h,925000.0,S,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,185000.0,House
Reservoir,25 Evans Cr,4,h,750500.0,S,Barry,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,187625.0,House
Reservoir,1/36 Hickford St,3,t,680000.0,S,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,226666.66666666666,Townhouse
Reservoir,906 High St,3,h,700000.0,S,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,233333.33333333334,House
Reservoir,5 Jess St,4,h,801000.0,S,Ray,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,200250.0,House
Reservoir,1/164 Leamington St,1,u,216000.0,S,Brad,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,216000.0,Unit
Reservoir,2/164 Leamington St,1,u,220000.0,S,Brad,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,220000.0,Unit
Reservoir,19 Liston Av,3,h,600000.0,PI,Barry,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,200000.0,House
Reservoir,57 Newton St,3,h,866000.0,S,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,288666.6666666667,House
Reservoir,6/5 Seaver Gr,2,u,340000.0,VB,Love,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,170000.0,Unit
Reservoir,41 Winter Cr,2,h,401000.0,S,Nelson,24/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council,200500.0,House
Richmond,41 Cameron St,3,h,1320000.0,S,RT,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,440000.0,House
Richmond,320 Church St,3,h,1651000.0,S,Jellis,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,550333.3333333334,House
Richmond,2 Francis St,3,h,1032000.0,S,Biggin,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,344000.0,House
Richmond,3 Jika Pl,3,h,915000.0,S,hockingstuart,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,305000.0,House
Richmond,3 Mary St,3,h,1075000.0,S,Jellis,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,358333.3333333333,House
Richmond,46 Park Gr,4,h,1800000.0,PI,Biggin,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,450000.0,House
Richmond,14 Parkville St,3,h,1270000.0,S,Jellis,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,423333.3333333333,House
Richmond,3/77 River St,3,u,791500.0,S,Biggin,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,263833.3333333333,Unit
Richmond,22a Stanley St,3,h,1600000.0,S,Biggin,24/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council,533333.3333333334,House
Ringwood,8 Clarke Dr,3,h,754000.0,S,ASL,24/09/2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,251333.33333333334,House
Ringwood,1 Eve Ct,4,h,932000.0,S,Fletchers,24/09/2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,233000.0,House
Ringwood,3/7 Lena Gr,2,u,493000.0,S,Philip,24/09/2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,246500.0,Unit
Ringwood East,32 Illoura Av,3,h,1005000.0,S,Carter,24/09/2016,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,335000.0,House
Ringwood North,29 Felix Cr,3,h,770000.0,SA,hockingstuart,24/09/2016,3134,Eastern Metropolitan,3619,19.9,Manningham City Council,256666.66666666666,House
Rosanna,155 Bellevue Av,3,h,1200000.0,SP,Miles,24/09/2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,400000.0,House
Rosanna,7 Braeside Av,3,h,892500.0,S,Miles,24/09/2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,297500.0,House
Rosanna,9 Greensborough Rd,3,h,515000.0,S,Ray,24/09/2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,171666.66666666666,House
Roxburgh Park,7 Dendy Ct,4,h,420000.0,S,Raine,24/09/2016,3064,Northern Metropolitan,5833,20.6,Hume City Council,105000.0,House
Roxburgh Park,15 Harwood Pl,3,h,310000.0,PI,Walshe,24/09/2016,3064,Northern Metropolitan,5833,20.6,Hume City Council,103333.33333333333,House
Roxburgh Park,82 Lakeside Dr,4,h,570000.0,S,YPA,24/09/2016,3064,Northern Metropolitan,5833,20.6,Hume City Council,142500.0,House
Roxburgh Park,12 Perry Ct,4,h,450000.0,S,Harcourts,24/09/2016,3064,Northern Metropolitan,5833,20.6,Hume City Council,112500.0,House
Sandringham,2/179 Beach Rd,2,u,820000.0,S,O'Brien,24/09/2016,3191,Southern Metropolitan,4497,15.2,Bayside City Council,410000.0,Unit
